LNDbID,Modality,Manufacturer,ManufacturerModelName,SliceThickness,KVP,DataCollectionDiameter,ReconstructionDiameter,DistanceSourceToDetector,DistanceSourceToPatient,GantryDetectorTilt,TableHeight,RotationDirection,ExposureTime,XRayTubeCurrent,Exposure,FilterType,ConvolutionKernel,SamplesPerPixel,PhotometricInterpretation,PixelSpacing
212,CT,SIEMENS,SOMATOM go.Up,1,110,499.8,387.045549752672,983,535,0,156.000,CW,533,164,87,SN,"['Br60f', '3']",1,MONOCHROME2,"['0.4886957071', '0.4886953125']"
213,CT,SIEMENS,SOMATOM go.Up,1,130,499.8,367,983,535,0,163.000,CW,533,82,43,None,"['Br64f', '3']",1,MONOCHROME2,"['0.5663595679', '0.566359375']"
214,CT,SIEMENS,SOMATOM go.Up,1,130,499.8,388,983,535,0,183.500,CW,533,111,59,None,"['Br64f', '3']",1,MONOCHROME2,"['0.6879414894', '0.68794140625']"
215,CT,SIEMENS,SOMATOM go.Up,1,130,499.8,324.806324110672,983,535,0,172.500,CW,533,61,32,None,"['Br64f', '3']",1,MONOCHROME2,"['0.5514533107', '0.551453125']"
216,CT,SIEMENS,SOMATOM go.Up,1,130,499.8,388,983,535,0,176.000,CW,533,121,64,None,"['Br64f', '3']",1,MONOCHROME2,"['0.6329526917', '0.632953125']"
217,CT,SIEMENS,SOMATOM go.Up,1,130,499.8,323,983,535,0,160.000,CW,533,81,43,None,"['Br64f', '3']",1,MONOCHROME2,"['0.5383316667', '0.53833203125']"
218,CT,SIEMENS,SOMATOM go.Up,1,130,499.8,344,983,535,0,155.000,CW,533,130,69,None,"['Br64f', '3']",1,MONOCHROME2,"['0.5383395931', '0.53833984375']"
219,CT,SIEMENS,SOMATOM go.Up,1,130,499.8,373.000000000002,983,535,0,157.000,CW,533,151,80,None,"['Br64f', '3']",1,MONOCHROME2,"['0.6045397083', '0.6045390625']"
220,CT,SIEMENS,SOMATOM Definition Flash,1,100,500,383,1085.6,595,0,168.5,CW,500,157,65,WEDGE_3,"['I50f', '2']",1,MONOCHROME2,"['0.748046875', '0.748046875']"
221,CT,SIEMENS,SOMATOM go.Up,1,130,499.8,315.749525616698,983,535,0,154.000,CW,533,56,29,None,"['Br64f', '3']",1,MONOCHROME2,"['0.5369880952', '0.53698828125']"
222,CT,SIEMENS,SOMATOM go.Up,1,130,499.8,347.067193675888,983,535,0,129.000,CW,533,68,36,None,"['Br64f', '3']",1,MONOCHROME2,"['0.48540979020979', '0.48541015625']"
223,CT,SIEMENS,SOMATOM go.Up,1,130,499.8,336,983,535,0,194.000,CW,533,79,42,None,"['Br40f', '3']",1,MONOCHROME2,"['0.65625', '0.65625']"
224,CT,SIEMENS,SOMATOM go.Up,1,130,499.8,387.500485826546,983,535,0,159.000,CW,533,111,59,None,"['Br64f', '3']",1,MONOCHROME2,"['0.5293715847', '0.52937109375']"
225,CT,SIEMENS,SOMATOM go.Up,1,130,499.8,331.026642984016,983,535,0,146.500,CW,533,85,45,None,"['Br64f', '3']",1,MONOCHROME2,"['0.4970345345', '0.49703515625']"
226,CT,SIEMENS,SOMATOM go.Up,1,130,499.8,331.026642984016,983,535,0,146.500,CW,533,70,37,None,"['Br64f', '3']",1,MONOCHROME2,"['0.4970345345', '0.49703515625']"
227,CT,SIEMENS,SOMATOM go.Up,1,130,499.8,353.039711191338,983,535,0,154.000,CW,533,83,44,None,"['Br64f', '3']",1,MONOCHROME2,"['0.5357192716', '0.53571875']"
228,CT,SIEMENS,SOMATOM go.Up,1,130,499.8,385.069060818724,983,535,0,164.500,CW,533,87,46,None,"['Br64f', '3']",1,MONOCHROME2,"['0.6251136364', '0.62511328125']"
229,CT,SIEMENS,SOMATOM go.Up,1,130,499.8,320.000000000002,983,535,0,160.500,CW,533,59,31,None,"['Br64f', '3']",1,MONOCHROME2,"['0.5128205128', '0.5128203125']"
230,CT,SIEMENS,SOMATOM go.Up,1,130,499.8,363.415776547048,983,535,0,147.500,CW,533,66,35,None,"['Br64f', '3']",1,MONOCHROME2,"['0.5842700965', '0.58426953125']"
231,CT,SIEMENS,SOMATOM go.Up,1,130,499.8,349.09090909091,983,535,0,175.500,CW,533,168,89,None,"['Br64f', '3']",1,MONOCHROME2,"['0.53955486862442', '0.5395546875']"
232,CT,SIEMENS,SOMATOM go.Up,1,130,499.8,386.195818409194,983,535,0,173.500,CW,533,90,47,None,"['Br64f', '3']",1,MONOCHROME2,"['0.6034296875', '0.6034296875']"
233,CT,Siemens Healthineers,SOMATOM go.Up,1,130,,,,,,,,,,,None,,1,MONOCHROME2,"['5.9944248E-001', '5.9944248E-001']"
234,CT,SIEMENS,SOMATOM go.Up,1,130,499.8,334,983,535,0,159.500,CW,533,59,31,None,"['Br64f', '3']",1,MONOCHROME2,"['0.51944167962675', '0.51944140625']"
235,CT,SIEMENS,SOMATOM go.Up,1,130,499.8,356.290985107424,983,535,0,169.000,CW,533,73,38,None,"['Br64f', '3']",1,MONOCHROME2,"['0.5850426929', '0.58504296875']"
237,CT,SIEMENS,SOMATOM go.Up,1,130,499.8,373,983,535,0,157.500,CW,533,65,34,None,"['Br64f', '3']",1,MONOCHROME2,"['0.5061058345', '0.50610546875']"
238,CT,SIEMENS,SOMATOM go.Up,1,130,499.8,356.999999999998,983,535,0,172.500,CW,533,114,60,None,"['Br64f', '3']",1,MONOCHROME2,"['0.5767382876', '0.57673828125']"
239,CT,SIEMENS,SOMATOM go.Up,1,130,499.8,321,983,535,0,177.500,CW,533,65,34,None,"['Br64f', '3']",1,MONOCHROME2,"['0.4938476923', '0.49384765625']"
240,CT,SIEMENS,SOMATOM go.Up,1,130,499.8,340.722719141322,983,535,0,178.000,CW,533,214,114,None,"['Br64f', '3']",1,MONOCHROME2,"['0.5864406196', '0.58644140625']"
243,CT,SIEMENS,SOMATOM go.Up,1,130,499.8,356.096603393554,983,535,0,165.000,CW,533,119,63,None,"['Br64f', '3']",1,MONOCHROME2,"['0.6557937385', '0.65579296875']"
244,CT,SIEMENS,SOMATOM go.Up,1,130,499.8,342.882032667876,983,535,0,176.000,CW,533,93,49,None,"['Br64f', '3']",1,MONOCHROME2,"['0.61338282647585', '0.6133828125']"
246,CT,SIEMENS,SOMATOM go.Up,1,130,499.8,319.593364506652,983,535,0,148.000,CW,533,50,26,None,"['Br64f', '3']",1,MONOCHROME2,"['0.5768826715', '0.5768828125']"
247,CT,SIEMENS,SOMATOM go.Up,1,130,499.8,350.470363288718,983,535,0,182.000,CW,533,103,54,None,"['Br64f', '3']",1,MONOCHROME2,"['0.5643639291', '0.56436328125']"
248,CT,SIEMENS,SOMATOM go.Up,1,130,499.8,363.19106051784,983,535,0,136.000,CW,533,65,34,None,"['Br64f', '3']",1,MONOCHROME2,"['0.5158948864', '0.51589453125']"
250,CT,SIEMENS,SOMATOM go.Up,1,130,499.8,388,983,535,0,181.500,CW,1000,73,73,None,"['Br64f', '3']",1,MONOCHROME2,"['0.6554054054', '0.65540625']"
251,CT,SIEMENS,SOMATOM go.Up,1,130,499.8,337,983,535,0,164.500,CW,533,117,62,None,"['Br64f', '3']",1,MONOCHROME2,"['0.5176635945', '0.5176640625']"
252,CT,SIEMENS,SOMATOM go.Up,1,130,499.8,311.232876712326,983,535,0,163.000,CW,533,79,42,None,"['Br64f', '3']",1,MONOCHROME2,"['0.5710697248', '0.5710703125']"
253,CT,SIEMENS,SOMATOM Definition Flash,1,100,500,362,1085.6,595,0,164,CW,500,182,75,WEDGE_3,"['I50f', '2']",1,MONOCHROME2,"['0.70703125', '0.70703125']"
254,CT,SIEMENS,SOMATOM go.Up,1,130,499.8,386.551708905068,983,535,0,168.500,CW,533,92,49,None,"['Br64f', '3']",1,MONOCHROME2,"['0.7041020036', '0.7041015625']"
255,CT,SIEMENS,SOMATOM go.Up,1,130,499.8,380,983,535,0,187.500,CW,533,146,77,None,"['Br64f', '3']",1,MONOCHROME2,"['0.72936660268714', '0.7293671875']"
256,CT,SIEMENS,SOMATOM go.Up,1,130,499.8,363.000000000004,983,535,0,164.500,CW,533,77,41,None,"['Br64f', '3']",1,MONOCHROME2,"['0.5041680556', '0.50416796875']"
258,CT,SIEMENS,SOMATOM go.Up,1,130,499.8,285.255004882812,983,535,0,131.000,CW,533,38,20,None,"['Br64f', '3']",1,MONOCHROME2,"['0.4355038168', '0.43550390625']"
259,CT,SIEMENS,SOMATOM go.Up,1,130,499.8,340.000000000002,983,535,0,166.500,CW,533,88,46,None,"['Br64f', '3']",1,MONOCHROME2,"['0.5271333333', '0.5271328125']"
260,CT,SIEMENS,SOMATOM go.Up,1,130,499.8,375,983,535,0,173.000,CW,533,101,53,None,"['Br64f', '3']",1,MONOCHROME2,"['0.6097577236', '0.6097578125']"
261,CT,SIEMENS,SOMATOM go.Up,1,130,499.8,375,983,535,0,158.500,CW,533,118,62,None,"['Br64f', '3']",1,MONOCHROME2,"['0.6590509666', '0.65905078125']"
262,CT,SIEMENS,SOMATOM go.Up,1,130,499.8,372.999999999998,983,535,0,167.000,CW,533,93,49,None,"['Br64f', '3']",1,MONOCHROME2,"['0.5828125', '0.5828125']"
263,CT,SIEMENS,SOMATOM go.Up,1,130,499.8,326.572972972974,983,535,0,143.500,CW,533,56,29,None,"['Br64f', '3']",1,MONOCHROME2,"['0.5216837061', '0.52168359375']"
264,CT,SIEMENS,SOMATOM Definition Flash,1,100,500,335,1085.6,595,0,149,CW,500,81,33,WEDGE_3,"['I50f', '2']",1,MONOCHROME2,"['0.654296875', '0.654296875']"
265,CT,SIEMENS,SOMATOM Definition Flash,1,100,500,353,1085.6,595,0,143,CW,500,163,67,WEDGE_3,"['I50f', '2']",1,MONOCHROME2,"['0.689453125', '0.689453125']"
266,CT,SIEMENS,SOMATOM go.Up,1,130,499.8,321.000000000002,983,535,0,177.500,CW,533,98,52,None,"['Br64f', '3']",1,MONOCHROME2,"['0.626953125', '0.626953125']"
267,CT,SIEMENS,SOMATOM Definition Flash,1,100,500,363,1085.6,595,0,164,CW,500,233,97,WEDGE_3,"['I50f', '2']",1,MONOCHROME2,"['0.708984375', '0.708984375']"
268,CT,SIEMENS,SOMATOM Definition Flash,2,,0,421,1085.6,595,0,150.5,CW,285,256,132,SN_DE,D33f,1,MONOCHROME2,"['0.822265625', '0.822265625']"
269,CT,SIEMENS,SOMATOM go.Up,1,130,499.8,420.218867107602,983,535,0,143.000,CW,1000,60,60,None,"['Br64f', '3']",1,MONOCHROME2,"['0.649488408', '0.64948828125']"
270,CT,SIEMENS,SOMATOM go.Up,1,130,499.8,364.999999999996,983,535,0,137.000,CW,533,68,36,None,"['Br64f', '3']",1,MONOCHROME2,"['0.53834808259587', '0.53834765625']"
271,CT,SIEMENS,SOMATOM go.Up,1,130,499.8,297.344208809134,983,535,0,135.500,CW,533,102,54,None,"['Br64f', '3']",1,MONOCHROME2,"['0.525344523', '0.52534375']"
272,CT,SIEMENS,SOMATOM Definition Flash,1,100,500,300,1085.6,595,0,127,CW,500,71,29,WEDGE_3,"['I50f', '2']",1,MONOCHROME2,"['0.5859375', '0.5859375']"
274,CT,SIEMENS,SOMATOM go.Up,1,110,499.8,378,983,535,0,145.000,CW,533,174,92,SN_DE,"['Br56f', '3']",1,MONOCHROME2,"['0.57534398782344', '0.57534375']"
275,CT,SIEMENS,SOMATOM Definition Flash,1,100,500,331,1085.6,595,0,156,CW,500,219,91,WEDGE_3,"['I50f', '2']",1,MONOCHROME2,"['0.646484375', '0.646484375']"
276,CT,SIEMENS,SOMATOM go.Up,1,130,499.8,347.740614334472,983,535,0,126.500,CW,533,93,49,None,"['Br64f', '3']",1,MONOCHROME2,"['0.4686522911', '0.46865234375']"
277,CT,SIEMENS,SOMATOM go.Up,1,130,499.8,323.999999999994,983,535,0,127.000,CW,533,57,30,None,"['Br64f', '3']",1,MONOCHROME2,"['0.4582729844', '0.4582734375']"
278,CT,SIEMENS,SOMATOM go.Up,1,130,499.8,314,983,535,0,143.000,CW,533,54,28,None,"['Br64f', '3']",1,MONOCHROME2,"['0.494488189', '0.49448828125']"
279,CT,SIEMENS,SOMATOM go.Up,1,130,499.8,305.11700439453,983,535,0,133.500,CW,533,45,23,None,"['Br64f', '3']",1,MONOCHROME2,"['0.43278865248227', '0.4327890625']"
280,CT,SIEMENS,SOMATOM go.Up,1,130,499.8,351,983,535,0,148.500,CW,533,66,35,None,"['Br64f', '3']",1,MONOCHROME2,"['0.5154185022', '0.51541796875']"
281,CT,SIEMENS,SOMATOM go.Up,1,130,499.8,348,983,535,0,140.000,CW,533,97,51,None,"['Br64f', '3']",1,MONOCHROME2,"['0.5072886297', '0.5072890625']"
282,CT,SIEMENS,SOMATOM Definition Flash,1,100,500,354,1085.6,595,0,151,CW,500,88,36,WEDGE_3,"['I50f', '2']",1,MONOCHROME2,"['0.69140625', '0.69140625']"
283,CT,SIEMENS,SOMATOM go.Up,1,130,499.8,342,983,535,0,117.500,CW,533,121,64,None,"['Br64f', '3']",1,MONOCHROME2,"['0.4851049645', '0.48510546875']"
284,CT,SIEMENS,SOMATOM Definition Flash,1,100,500,342,1085.6,595,0,156.5,CW,500,74,30,WEDGE_3,"['I50f', '2']",1,MONOCHROME2,"['0.66796875', '0.66796875']"
285,CT,SIEMENS,SOMATOM go.Up,1,110,499.8,348.273567467652,983,535,0,132.000,CW,533,100,53,SN_DE,"['Br60f', '3']",1,MONOCHROME2,"['0.4331753731', '0.43317578125']"
286,CT,SIEMENS,SOMATOM go.Up,1,130,499.8,336.957264957266,983,535,0,169.000,CW,533,83,44,None,"['Br64f', '3']",1,MONOCHROME2,"['0.5839809359', '0.58398046875']"
287,CT,SIEMENS,SOMATOM go.Up,1,130,499.8,361.999999999998,983,535,0,166.000,CW,533,93,49,None,"['Br64f', '3']",1,MONOCHROME2,"['0.5246362319', '0.52463671875']"
288,CT,SIEMENS,SOMATOM go.Up,1,130,499.8,334.875675675676,983,535,0,144.500,CW,533,77,41,None,"['Br64f', '3']",1,MONOCHROME2,"['0.5073863636', '0.50738671875']"
289,CT,SIEMENS,SOMATOM Definition Flash,1,100,500,341,1085.6,595,0,136.5,CW,500,102,42,WEDGE_3,"['I50f', '2']",1,MONOCHROME2,"['0.666015625', '0.666015625']"
290,CT,SIEMENS,SOMATOM Definition Flash,1,100,500,336,1085.6,595,0,156,CW,500,170,70,WEDGE_3,"['I50f', '2']",1,MONOCHROME2,"['0.65625', '0.65625']"
291,CT,SIEMENS,SOMATOM Definition Flash,1,100,500,363,1085.6,595,0,164,CW,500,214,89,WEDGE_3,"['I50f', '2']",1,MONOCHROME2,"['0.5859375', '0.58548387096774']"
292,CT,SIEMENS,SOMATOM Definition Flash,1,100,500,390,1085.6,595,0,152,CW,500,171,71,WEDGE_3,"['I50f', '2']",1,MONOCHROME2,"['0.666015625', '0.66552901023891']"
293,CT,SIEMENS,SOMATOM Definition Flash,1,100,500,349,1085.6,595,0,153,CW,500,334,139,WEDGE_3,"['I50f', '2']",1,MONOCHROME2,"['0.681640625', '0.681640625']"
294,CT,SIEMENS,SOMATOM Definition Flash,1,100,500,373,1085.6,595,0,169,CW,500,280,116,WEDGE_3,"['I50f', '2']",1,MONOCHROME2,"['0.728515625', '0.728515625']"
295,CT,SIEMENS,SOMATOM go.Up,1,130,499.8,387.806,983,535,0,166.500,CW,533,133,70,None,"['Br64f', '3']",1,MONOCHROME2,"['0.6003204334', '0.6003203125']"
296,CT,SIEMENS,SOMATOM go.Up,1,130,499.8,370.460017948488,983,535,0,189.000,CW,533,108,57,None,"['Br64f', '3']",1,MONOCHROME2,"['0.6268358714', '0.6268359375']"
297,CT,SIEMENS,SOMATOM Definition Flash,1,100,500,350,1085.6,595,0,196.5,CW,500,95,39,WEDGE_3,"['I50f', '2']",1,MONOCHROME2,"['0.68359375', '0.68359375']"
298,CT,SIEMENS,SOMATOM go.Up,1,130,499.8,407.883532324042,983,535,0,158.000,CW,1000,36,36,None,"['Br64f', '3']",1,MONOCHROME2,"['0.6526128', '0.65261328125']"
299,CT,SIEMENS,SOMATOM go.Up,1,130,499.8,377.447098976108,983,535,0,141.000,CW,533,80,42,None,"['Br40f', '3']",1,MONOCHROME2,"['0.737203125', '0.737203125']"
300,CT,SIEMENS,SOMATOM go.Up,1,130,499.8,385.16657403647,983,535,0,132.500,CW,533,82,43,None,"['Br64f', '3']",1,MONOCHROME2,"['0.5916528418', '0.59165234375']"
301,CT,SIEMENS,SOMATOM go.Up,1,130,499.8,377.411596203072,983,535,0,145.500,CW,533,118,62,None,"['Br64f', '3']",1,MONOCHROME2,"['0.6038592', '0.603859375']"
302,CT,SIEMENS,SOMATOM go.Up,1,110,499.8,333.831501831502,983,535,0,132.500,CW,533,125,66,SN_DE,"['Br60f', '3']",1,MONOCHROME2,"['0.5877306338', '0.58773046875']"
303,CT,SIEMENS,SOMATOM go.Up,1,110,499.8,379.586591757438,983,535,0,147.000,CW,533,134,71,SN_DE,"['Br60f', '3']",1,MONOCHROME2,"['0.5708090226', '0.57080859375']"
304,CT,SIEMENS,SOMATOM go.Up,1,110,499.8,343.5415896488,983,535,0,159.000,CW,533,112,59,SN_DE,"['Br60f', '3']",1,MONOCHROME2,"['0.541862776', '0.54186328125']"
305,CT,SIEMENS,SOMATOM Definition Flash,1,100,500,396,1085.6,595,0,179,CW,500,285,118,WEDGE_3,"['I50f', '2']",1,MONOCHROME2,"['0.7734375', '0.7734375']"
306,CT,SIEMENS,SOMATOM go.Up,1,110,499.8,362,983,535,0,138.500,CW,533,160,85,SN_DE,"['Br60f', '3']",1,MONOCHROME2,"['0.48202396804261', '0.4820234375']"
307,CT,SIEMENS,SOMATOM go.Up,1,130,499.8,384.114772374514,983,535,0,157.500,CW,533,102,54,None,"['Br64f', '3']",1,MONOCHROME2,"['0.6126251994', '0.612625']"
308,CT,SIEMENS,SOMATOM Definition Flash,1,100,500,340,1085.6,595,0,141.5,CW,500,63,26,WEDGE_3,"['I50f', '2']",1,MONOCHROME2,"['0.6640625', '0.6640625']"
309,CT,SIEMENS,SOMATOM go.Up,1,130,499.8,376.910224530746,983,535,0,170.500,CW,533,116,61,None,"['Br64f', '3']",1,MONOCHROME2,"['0.5973201268', '0.5973203125']"
310,CT,SIEMENS,SOMATOM Definition Flash,1,100,500,370,1085.6,595,0,181.5,CW,500,234,97,WEDGE_3,"['I50f', '2']",1,MONOCHROME2,"['0.72265625', '0.72265625']"
311,CT,SIEMENS,SOMATOM Definition Flash,1,120,500,360,1085.6,595,0,161,CW,500,62,25,WEDGE_3,B50f,1,MONOCHROME2,"['0.703125', '0.703125']"
312,CT,SIEMENS,SOMATOM go.Up,1,130,499.8,365.000000000004,983,535,0,136.000,CW,533,99,52,None,"['Br64f', '3']",1,MONOCHROME2,"['0.5274566474', '0.52745703125']"
